"10","BLANK","","","","","","","","","","2026-05-26 18:51","","","General","114","B","dsDNA","","",
"11","Water","5.795","ng/uL","50","0.116","10","1.337","Minimum Concentration Limit","1.051","Minimum Concentration Limit","2026-05-26 18:51","340","-7.46e-05","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a27:L500:S30:LPA0.006:SPA0.000","0.10083","0.10018","0.10703","0.10540","0.10645","0.10847","0.10584","0.10978","0.10946","0.11057","0.11025","0.11059","0.11199","0.11230","0.11173","0.10927","0.11009","0.11103","0.10728","0.11162","0.11218","0.11358","0.11687","0.11720","0.11740","0.11858","0.12184","0.12131","0.12256","0.12172","0.12217","0.12370","0.12519","0.12519","0.12386","0.12446","0.12182","0.11988","0.11765","0.11678","0.11590","0.11496","0.11348","0.11321","0.11328","0.11444","0.11125","0.11119","0.10590","0.10180","0.10108","0.09944","0.09546","0.09595","0.09628","0.09150","0.09063","0.08895","0.08827","0.08672","0.08666","0.07997","0.07555","0.07302","0.07278","0.07219","0.06879","0.06783","0.06615","0.06670","0.06731","0.06798","0.06707","0.06686","0.06836","0.06720","0.06483","0.06363","0.06221","0.06301","0.06138","0.05904","0.05431","0.05131","0.04975","0.04896","0.04679","0.04214","0.04246","0.03957","0.03926","0.03847","0.03754","0.03564","0.03692","0.03465","0.03135","0.03071","0.02713","0.02837","0.02965","0.03138","0.03063","0.02881","0.02468","0.01969","0.02027","0.01476","0.00928","0.00176","-0.00219","-0.00096","0.00132","0.00156","-0.00127","-0.00187","-0.00099","-0.00005","0.00053","-0.00065","0.00000","-0.00451","-0.00955","-0.01366","-0.01737","-0.01815","-0.02311","-0.02439","-0.02648","-0.02613","-0.02272",
"12","Water","10.971","ng/uL","50","0.219","10","1.162","Minimum Concentration Limit","-6.734","Minimum Concentration Limit","2026-05-26 18:52","340","0.0635","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a22:L500:S30:LPA0.060:SPA0.051","-0.07981","-0.07463","-0.05948","-0.05069","-0.05109","-0.04948","-0.04940","-0.04289","-0.03935","-0.03581","-0.03258","-0.02896","-0.02302","-0.01658","-0.00157","0.01238","0.03136","0.04916","0.05859","0.07751","0.10394","0.11672","0.12207","0.12712","0.12633","0.13122","0.14189","0.14591","0.14591","0.14953","0.15487","0.16140","0.17545","0.18854","0.19338","0.19876","0.20664","0.20951","0.21437","0.21883","0.21942","0.21673","0.21758","0.22117","0.22454","0.23402","0.23614","0.23904","0.23741","0.23232","0.22968","0.23061","0.23109","0.22928","0.22586","0.22008","0.22225","0.22246","0.21740","0.20400","0.18891","0.17501","0.16105","0.14968","0.13909","0.12857","0.11901","0.11187","0.10497","0.10375","0.10086","0.09354","0.08416","0.07896","0.07515","0.07182","0.06784","0.06414","0.06099","0.06050","0.06158","0.06321","0.06552","0.06895","0.07304","0.07432","0.07191","0.06833","0.06796","0.06653","0.06307","0.05505","0.04824","0.04596","0.05180","0.05428","0.05413","0.04879","0.04510","0.05014","0.05212","0.05346","0.04948","0.04624","0.04239","0.04542","0.04237","0.03555","0.03033","0.02362","0.01974","0.02028","0.01827","0.01352","0.01306","0.01039","0.00837","0.00438","0.00141","-0.00192","0.00000","-0.00438","-0.00474","-0.00402","0.00022","0.00161","0.00080","-0.00191","-0.00287","-0.00297","-0.00024",
"13","Water","14.189","ng/uL","50","0.284","10","2.009","Minimum Concentration Limit","2.993","Minimum Concentration Limit","2026-05-26 18:53","340","0.00205","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a19:L500:S30:LPA0.060:SPA0.046","0.16270","0.13278","0.12191","0.11315","0.11762","0.11715","0.10613","0.10493","0.09761","0.09917","0.09482","0.09185","0.08890","0.08812","0.08421","0.08359","0.09009","0.09320","0.10130","0.11783","0.13683","0.14534","0.15739","0.16785","0.17561","0.18984","0.20315","0.20961","0.21347","0.21919","0.22367","0.22967","0.24219","0.24874","0.25445","0.25957","0.26841","0.27311","0.28004","0.28228","0.28377","0.28131","0.27877","0.27745","0.27654","0.27904","0.27403","0.27018","0.26024","0.24744","0.23774","0.23124","0.22253","0.20982","0.19877","0.18827","0.17999","0.17069","0.16130","0.15139","0.14126","0.12966","0.11628","0.10312","0.09465","0.08427","0.07240","0.06158","0.05322","0.04658","0.03790","0.02877","0.01893","0.01246","0.00942","0.00301","-0.00789","-0.01238","-0.01305","-0.01208","-0.01139","-0.00892","-0.01071","-0.00978","-0.00591","-0.00622","-0.00885","-0.01154","-0.00874","-0.01056","-0.01464","-0.01704","-0.01505","-0.01001","-0.00532","-0.00621","-0.00990","-0.00836","-0.00415","-0.00311","-0.00119","-0.00029","-0.00048","0.00034","0.00235","0.00248","0.00442","0.00071","-0.00284","-0.00372","-0.00498","-0.00800","-0.00848","-0.00426","-0.00509","-0.00235","-0.00395","-0.00582","-0.00197","0.00093","0.00000","-0.00550","-0.00552","-0.00348","-0.00160","0.00052","-0.00155","-0.00127","-0.00015","0.00482","0.00918",
"14","Water","5.617","ng/uL","50","0.112","10","1.529","Minimum Concentration Limit","1.055","Minimum Concentration Limit","2026-05-26 18:54","340","0.0105","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a19:L500:S30:LPA0.013:SPA0.008","0.07619","0.06710","0.06317","0.07122","0.08001","0.08777","0.09626","0.10094","0.10361","0.10482","0.10652","0.10289","0.10440","0.10431","0.10012","0.09949","0.09772","0.10018","0.10380","0.10941","0.11012","0.10979","0.11437","0.11272","0.11132","0.11055","0.10937","0.10754","0.10531","0.10322","0.10120","0.10289","0.10568","0.10504","0.10737","0.10902","0.11270","0.11326","0.11680","0.11598","0.11235","0.10985","0.10747","0.10588","0.10712","0.11132","0.10966","0.10880","0.11122","0.11048","0.11004","0.11047","0.10727","0.10408","0.09586","0.09122","0.08747","0.08485","0.08158","0.07847","0.07346","0.07166","0.07100","0.06987","0.06697","0.06265","0.05954","0.05547","0.05464","0.05153","0.04990","0.04736","0.04404","0.04504","0.04561","0.04463","0.04299","0.04367","0.04242","0.04367","0.04478","0.04390","0.04361","0.04310","0.04234","0.04381","0.04184","0.03704","0.03762","0.04022","0.03855","0.03475","0.03226","0.02858","0.03289","0.03260","0.02850","0.01804","0.01242","0.01462","0.01177","0.01352","0.00895","0.00658","0.00985","0.01066","0.01152","0.00848","0.00465","-0.00272","-0.00162","0.00025","-0.00149","0.00189","0.00231","0.00415","0.00573","0.00649","0.00209","0.00067","0.00000","-0.00571","-0.00872","-0.00726","-0.00739","-0.00519","-0.00436","-0.00841","-0.01058","-0.00788","-0.00640",
"15","Water","8.603","ng/uL","50","0.172","10","1.499","Minimum Concentration Limit","1.165","Minimum Concentration Limit","2026-05-26 18:55","340","0.00386","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a15:L500:S30:LPA0.018:SPA0.010","0.14594","0.14650","0.14466","0.13737","0.13019","0.13454","0.14048","0.14793","0.14826","0.14950","0.14774","0.15027","0.15189","0.15326","0.14891","0.14348","0.14528","0.14585","0.15023","0.15049","0.15071","0.15020","0.15482","0.15510","0.15212","0.15339","0.15405","0.15346","0.15581","0.15704","0.15900","0.16213","0.16763","0.17000","0.17087","0.17514","0.17478","0.17403","0.17232","0.17305","0.17206","0.16885","0.16781","0.16804","0.16798","0.16669","0.16384","0.16154","0.15912","0.15594","0.15194","0.14769","0.14470","0.14571","0.14214","0.13559","0.13138","0.12928","0.12501","0.11907","0.11480","0.10809","0.10405","0.09945","0.09640","0.09140","0.08906","0.08487","0.07932","0.07648","0.07233","0.06958","0.06440","0.06225","0.05882","0.05837","0.05612","0.05354","0.05409","0.05636","0.05865","0.05701","0.05526","0.05440","0.05268","0.05308","0.04885","0.04297","0.04085","0.03976","0.03559","0.03574","0.03448","0.03169","0.03376","0.03315","0.03153","0.03165","0.03157","0.03030","0.02993","0.03095","0.03222","0.03023","0.02741","0.02556","0.02426","0.02045","0.01896","0.01388","0.01031","0.01060","0.01156","0.01126","0.00946","0.00675","0.00386","0.00330","0.00136","0.00004","0.00000","-0.00541","-0.00780","-0.01043","-0.01007","-0.01113","-0.01460","-0.01940","-0.02400","-0.02253","-0.01991",
"15","BLANK","","","","","","","","","","2026-05-31 17:37","","","General","114","B","dsDNA","","",
"16","Water","4.621","ng/uL","50","0.0924","10","1.111","Minimum Concentration Limit","1.479","Minimum Concentration Limit","2026-05-31 17:38","340","0.000792","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a49:L500:S30:LPA0.004:SPA-0.000","0.03944","0.04616","0.04990","0.05288","0.06095","0.06217","0.06099","0.06512","0.06323","0.06240","0.06250","0.06250","0.05893","0.06202","0.06776","0.06973","0.07380","0.08204","0.08761","0.09494","0.10291","0.10492","0.10098","0.10037","0.10202","0.10173","0.10076","0.10190","0.10256","0.10252","0.10626","0.10676","0.10634","0.10633","0.10746","0.10225","0.09876","0.09478","0.09268","0.09385","0.09243","0.09085","0.09059","0.09012","0.09019","0.09345","0.09462","0.09289","0.09480","0.09446","0.09491","0.09481","0.09389","0.09040","0.08852","0.08878","0.08700","0.08428","0.08326","0.08526","0.08321","0.08459","0.08384","0.08275","0.08127","0.08107","0.07676","0.07140","0.06986","0.06660","0.06516","0.06206","0.06140","0.06223","0.06377","0.06575","0.06427","0.06345","0.06133","0.06252","0.06347","0.06065","0.05825","0.05900","0.05746","0.05453","0.05383","0.05057","0.04751","0.04752","0.04358","0.03801","0.03426","0.03356","0.03398","0.03128","0.02847","0.02664","0.02935","0.03185","0.03547","0.03310","0.02906","0.02668","0.02271","0.02058","0.01891","0.01293","0.01016","0.00774","0.00861","0.00895","0.00795","0.00260","-0.00166","-0.00108","-0.00251","-0.00182","-0.00250","-0.00162","0.00000","0.00327","0.00309","-0.00062","-0.00478","-0.01014","-0.01452","-0.01764","-0.01813","-0.01947","-0.01789",
"17","IgG 538","12.441","ng/uL","50","0.249","10","1.308","Minimum Concentration Limit","0.582","Minimum Concentration Limit","2026-05-31 17:39","340","0.00294","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a59:L500:S30:LPA0.012:SPA0.001","0.41190","0.41907","0.41742","0.42028","0.43005","0.42812","0.43557","0.43747","0.43459","0.43138","0.42730","0.42418","0.41443","0.41040","0.39810","0.38405","0.37310","0.36443","0.36090","0.35265","0.35424","0.34906","0.33846","0.33316","0.32700","0.32042","0.31358","0.30844","0.30022","0.29465","0.29350","0.28978","0.28330","0.27646","0.27505","0.27056","0.26377","0.25967","0.25193","0.24996","0.24881","0.24772","0.24397","0.24060","0.23926","0.23940","0.24264","0.23820","0.23442","0.22848","0.22790","0.22723","0.22409","0.21697","0.21108","0.20943","0.20865","0.20645","0.19919","0.19500","0.19026","0.18675","0.18519","0.18256","0.17705","0.17554","0.17466","0.17169","0.17070","0.16947","0.16587","0.16107","0.15719","0.15104","0.14424","0.14047","0.13447","0.12999","0.12720","0.12509","0.12439","0.12200","0.12146","0.12101","0.11918","0.11586","0.11308","0.10975","0.10619","0.10477","0.09767","0.09293","0.08750","0.08188","0.08095","0.07607","0.07132","0.06622","0.06749","0.06250","0.06149","0.05945","0.05394","0.05403","0.04912","0.04304","0.04028","0.03710","0.03155","0.02583","0.02118","0.01186","0.00935","0.00727","-0.00011","-0.00146","-0.00201","-0.00424","-0.00498","-0.00172","0.00000","-0.00078","-0.00269","-0.01020","-0.01368","-0.01731","-0.02650","-0.03121","-0.03361","-0.03373","-0.03411",
"18","K9 538","7.066","ng/uL","50","0.141","10","1.200","Minimum Concentration Limit","0.448","Minimum Concentration Limit","2026-05-31 17:41","340","0.00268","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a73:L500:S30:LPA0.008:SPA0.001","0.33091","0.33739","0.33175","0.33261","0.33783","0.33465","0.33298","0.33264","0.32549","0.31886","0.31575","0.31249","0.30370","0.29664","0.28288","0.26835","0.26279","0.25599","0.24675","0.23724","0.23288","0.22872","0.22242","0.21729","0.20763","0.19845","0.19267","0.18752","0.18227","0.17663","0.17376","0.16981","0.16453","0.16454","0.16208","0.15537","0.14982","0.14474","0.14188","0.14068","0.14132","0.13908","0.13868","0.13845","0.13930","0.14193","0.14237","0.14245","0.13998","0.13705","0.13728","0.13440","0.13162","0.12847","0.12659","0.12575","0.12580","0.12362","0.12017","0.12145","0.11779","0.11798","0.11806","0.11570","0.11482","0.11586","0.11549","0.11535","0.11918","0.11844","0.11569","0.11355","0.11162","0.10984","0.10517","0.10290","0.09779","0.09557","0.09439","0.09308","0.09201","0.08893","0.08895","0.08742","0.08490","0.08025","0.07835","0.07315","0.06658","0.06356","0.05786","0.05489","0.05305","0.05214","0.05362","0.05332","0.05363","0.05589","0.05880","0.05692","0.05533","0.04842","0.04248","0.04212","0.04162","0.03501","0.02999","0.02526","0.02522","0.02714","0.02771","0.02209","0.01772","0.01570","0.01215","0.01058","0.00554","0.00170","-0.00100","-0.00055","0.00000","0.00130","-0.00035","-0.00184","-0.00423","-0.00616","-0.01297","-0.01576","-0.01802","-0.01891","-0.01752",
"19","K27 538","16.656","ng/uL","50","0.333","10","1.218","Minimum Concentration Limit","0.603","Minimum Concentration Limit","2026-05-31 17:42","340","0.00125","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a58:L500:S30:LPA0.016:SPA0.001","0.53975","0.55305","0.55597","0.56294","0.56865","0.56708","0.56889","0.56697","0.55950","0.55532","0.55225","0.54693","0.53951","0.53326","0.51822","0.50496","0.49669","0.48890","0.48102","0.46973","0.46300","0.45322","0.44759","0.44397","0.43412","0.42495","0.41810","0.41296","0.40579","0.40461","0.40026","0.39313","0.38817","0.38087","0.37125","0.36477","0.35596","0.34463","0.33706","0.33519","0.33311","0.33254","0.33060","0.32788","0.32843","0.32666","0.32534","0.32162","0.31684","0.30948","0.30893","0.30386","0.29827","0.29311","0.28995","0.28905","0.28689","0.28434","0.27811","0.27657","0.27341","0.26952","0.26560","0.26084","0.25598","0.25308","0.25146","0.24730","0.24253","0.23780","0.23274","0.22811","0.22566","0.22120","0.21153","0.20460","0.19955","0.19724","0.19367","0.18866","0.18415","0.17923","0.17822","0.17681","0.17096","0.16210","0.15580","0.14887","0.13879","0.13130","0.12225","0.11375","0.10908","0.10593","0.10119","0.09665","0.09422","0.09246","0.09415","0.09160","0.08875","0.08334","0.08054","0.07784","0.07167","0.06506","0.05810","0.04933","0.04424","0.04117","0.03432","0.02510","0.02017","0.01634","0.01115","0.00862","0.00394","0.00097","-0.00004","0.00170","0.00000","-0.00413","-0.01044","-0.01687","-0.02375","-0.03021","-0.03969","-0.04791","-0.05264","-0.05395","-0.05336",
"19","BLANK","","","","","","","","","","2026-05-31 17:44","","","General","114","B","dsDNA","","",
"19","BLANK","","","","","","","","","","2026-06-01 11:20","","","General","114","B","dsDNA","","",
